,0
0,272890.8999999893
1,275674.49999998935
2,273441.69999998936
3,272798.8999999893
4,273095.49999998946
5,272798.8999999893
6,272798.8999999893
7,273228.69999998936
8,272803.89999998943
9,273194.8999999893
10,272798.8999999893
11,273989.8999999892
12,272804.2999999894
13,273323.69999998924
14,272766.69999998936
15,273126.4999999893
16,272684.2999999892
17,273648.0999999893
18,272845.6999999892
19,273131.2999999892
20,273554.89999998925
21,272684.2999999892
22,272684.2999999892
23,272653.4999999892
24,272712.2999999893
25,273245.29999998916
26,272653.4999999892
27,273803.09999998927
28,273043.89999998925
29,272653.4999999892
30,273251.49999998923
31,273032.89999998925
32,273787.0999999892
33,275468.09999998915
34,273800.09999998927
35,272653.4999999892
36,272653.4999999892
37,273026.8999999892
38,273066.0999999892
39,272670.8999999892
40,272602.8999999892
41,272621.09999998903
42,272613.6999999892
43,272602.8999999892
44,274760.09999998927
45,273182.2999999892
46,272602.0999999892
47,273856.6999999891
48,274415.6999999892
49,272602.0999999892
50,273022.49999998923
51,273308.49999998923
52,273708.4999999891
53,272943.8999999892
54,272625.89999998925
55,272602.0999999892
56,273544.0999999893
57,272343.6999999892
58,272684.2999999892
59,272491.29999998934
60,272357.09999998915
61,272380.4999999892
62,272598.0999999893
63,272327.0999999892
64,272959.09999998927
65,273774.8999999892
66,272327.0999999892
67,273469.89999998925
68,272418.6999999893
69,272327.0999999892
70,272986.29999998916
71,272528.29999998916
72,272748.6999999892
73,272342.29999998905
74,272343.49999998923
75,272337.69999998924
76,272909.89999998925
77,272377.0999999893
78,272324.6999999893
79,273436.49999998923
80,274244.49999998923
81,272829.49999998923
82,272324.89999998925
83,272324.6999999893
84,273439.29999998916
85,272277.89999998943
86,272535.89999998943
87,272277.89999998943
88,274174.49999998923
89,272650.4999999894
90,272297.49999998935
91,272273.29999998945
92,272273.29999998945
93,272586.29999998945
94,272308.89999998943
95,272273.29999998945
96,272273.29999998945
97,272755.89999998925
98,274236.49999998946
99,272873.29999998945
100,272272.09999998944
101,272413.89999998943
102,272272.09999998944
103,272272.09999998944
104,273990.49999998935
105,272313.2999999894
106,272744.2999999894
107,273137.2999999893
108,273200.2999999894
109,273919.4999999894
110,272324.09999998944
111,272609.0999999894
112,272272.09999998944
113,273759.0999999893
114,272338.8999999894
115,272272.09999998944
116,272926.8999999894
117,272276.8999999895
118,272109.6999999894
119,273309.29999998934
120,272109.6999999894
121,274858.4999999894
122,273593.09999998944
123,272096.8999999894
124,273061.49999998935
125,272107.0999999894
126,272641.0999999894
127,274032.09999998927
128,272096.8999999894
129,274577.89999998925
130,276349.2999999893
131,272096.8999999894
132,272281.2999999894
133,272096.8999999894
134,273325.2999999893
135,272485.89999998943
136,272106.0999999894
137,272667.8999999894
138,272096.8999999894
139,274670.89999998925
140,272524.4999999893
141,272408.6999999894
142,272706.2999999893
143,272006.89999998925
144,272185.6999999893
145,272006.89999998925
146,272167.2999999893
147,272006.89999998925
148,271777.0999999893
149,272890.6999999893
150,272207.8999999894
151,271792.0999999893
152,271801.8999999894
153,272180.8999999893
154,271777.0999999893
155,272871.0999999893
156,273655.49999998935
157,272350.2999999893
158,272831.0999999893
159,272365.69999998936
160,272556.49999998935
161,273515.69999998936
162,271777.0999999893
163,272154.4999999894
164,271829.8999999893
165,272011.09999998927
166,271777.0999999893
167,271796.8999999894
168,272147.8999999894
169,271827.0999999893
170,272489.2999999894
171,272386.29999998945
172,271777.0999999893
173,272160.69999998924
174,271795.2999999893
175,271777.0999999893
176,271777.0999999893
177,271794.49999998935
178,272006.2999999894
179,272930.29999998934
180,272884.6999999895
181,273025.49999998935
182,272831.0999999893
183,271780.2999999893
184,271792.69999998936
185,273723.49999998935
186,271777.0999999893
187,272149.8999999894
188,271723.69999998936
189,271988.4999999894
190,272283.8999999894
191,271744.6999999893
192,272963.69999998936
193,274081.49999998923
194,271947.09999998927
195,272855.6999999893
196,271723.69999998936
197,272016.49999998935
198,272914.0999999893
199,271473.29999998934
200,271473.69999998936
201,271442.49999998935
202,271442.49999998935
203,271442.49999998935
204,273318.69999998936
205,271642.29999998934
206,271442.49999998935
207,271800.2999999894
208,271419.69999998936
209,271419.69999998936
210,271955.8999999894
211,271326.6999999893
212,272003.49999998935
213,271326.6999999893
214,271333.89999998925
215,271996.2999999894
216,272008.49999998935
217,272560.0999999893
218,271747.0999999893
219,271534.69999998924
220,271654.0999999893
221,272652.0999999893
222,272520.4999999894
223,271326.6999999893
224,271479.8999999893
225,271332.6999999893
226,271750.4999999893
227,271326.6999999893
228,271326.6999999893
229,271738.0999999893
230,271333.8999999893
231,271340.6999999893
232,272704.49999998935
233,271521.4999999893
234,271361.8999999893
235,271379.4999999894
236,271551.2999999893
237,272522.49999998935
238,270783.2999999893
239,270855.89999998925
240,270788.09999998927
241,270830.2999999892
242,271410.4999999893
243,270801.2999999893
244,271701.49999998935
245,270658.6999999892
246,271546.8999999893
247,271133.4999999893
248,272564.69999998936
249,271258.69999998924
250,271779.4999999892
251,271003.0999999892
252,270533.69999998936
253,271872.29999998934
254,270641.69999998936
255,270587.49999998935
256,271350.0999999895
257,270980.4999999894
258,270186.09999998944
259,270331.6999999895
260,270186.09999998944
261,270671.29999998945
262,270186.09999998944
263,270234.89999998943
264,270551.2999999894
265,270168.49999998946
266,271664.89999998943
267,270243.6999999895
268,270527.8999999895
269,270111.8999999894
270,270213.8999999893
271,270165.09999998927
272,270111.8999999894
273,270109.4999999893
274,270140.69999998936
275,270165.4999999893
276,270109.4999999893
277,271564.0999999893
278,271344.0999999893
279,270109.4999999893
280,270369.0999999893
281,270109.4999999893
282,270109.4999999893
283,270109.4999999893
284,270452.49999998935
285,270109.4999999893
286,270109.4999999893
287,270126.6999999893
288,270109.4999999893
289,270120.4999999893
290,271459.69999998924
291,270868.09999998927
292,270109.4999999893
293,270832.09999998927
294,270095.0999999892
295,270816.4999999892
296,270228.2999999893
297,270091.4999999892
298,270261.89999998925
299,270084.09999998915
300,270767.8999999892
301,271258.2999999891
302,273448.29999998934
303,270646.6999999892
304,270564.2999999892
305,270144.6999999893
306,272056.2999999892
307,270084.09999998915
308,270469.0999999892
309,270069.29999998934
310,271660.29999998934
311,270053.69999998936
312,270380.0999999893
313,270057.49999998935
314,270053.69999998936
315,270046.29999998934
316,270728.0999999893
317,270043.09999998927
318,271619.09999998927
319,272303.0999999894
320,271855.69999998936
321,270069.6999999893
322,273263.8999999893
323,271176.49999998935
324,270043.09999998927
325,270051.69999998936
326,270839.09999998944
327,271727.29999998934
328,271438.0999999894
329,271970.6999999893
330,269928.4999999893
331,271732.2999999894
332,270302.69999998936
333,270289.09999998927
334,269928.4999999893
335,269928.4999999893
336,270321.09999998927
337,269928.4999999893
338,271729.2999999894
339,270380.2999999893
340,271499.89999998943
341,269928.4999999893
342,271416.0999999894
343,269920.49999998935
344,270004.49999998935
345,270107.29999998934
346,270091.2999999893
347,271279.2999999894
348,271284.4999999894
349,269922.4999999893
350,270289.69999998936
351,270313.0999999893
352,269864.8999999894
353,271430.29999998934
354,270087.29999998945
355,270649.8999999893
356,269864.8999999894
357,270263.2999999893
358,269864.8999999894
359,269871.0999999893
360,271552.29999998934
361,270603.69999998936
362,271140.8999999894
363,269771.6999999893
364,271032.6999999894
365,269804.4999999893
366,270196.09999998927
367,269771.6999999893
368,269817.8999999894
369,270893.49999998935
370,269786.89999998925
371,269822.8999999893
372,270026.89999998943
373,269771.6999999893
374,269771.6999999893
375,269771.2999999894
376,270479.2999999894
377,269839.6999999893
378,271307.8999999893
379,269738.4999999894
380,271227.89999998925
381,269931.6999999893
382,269903.4999999894
383,269760.0999999894
384,270185.2999999894
385,269738.4999999893
386,269412.0999999894
387,269436.69999998936
388,269769.89999998943
389,269412.0999999894
390,269669.8999999894
391,269477.8999999894
392,269623.0999999893
393,269488.8999999894
394,269689.4999999893
395,271452.0999999893
396,269412.0999999894
397,269412.0999999894
398,269454.0999999894
399,269412.0999999894
400,269421.89999998943
401,269630.0999999894
402,269717.49999998935
403,269366.2999999894
404,269512.89999998955
405,270832.29999998934
406,269405.4999999894
407,269365.0999999894
408,270841.4999999893
409,270561.6999999894
410,270459.49999998946
411,269406.0999999894
412,269368.8999999894
413,269503.2999999894
414,269365.0999999894
415,269504.69999998936
416,270840.89999998943
417,269372.8999999893
418,269395.29999998945
419,269264.0999999894
420,270776.6999999893
421,270782.69999998924
422,270093.69999998924
423,269205.69999998936
424,269207.4999999893
425,269203.29999998934
426,269564.89999998925
427,269532.0999999892
428,269372.2999999893
429,269804.29999998934
430,269203.29999998934
431,269200.29999998934
432,269150.8999999892
433,269127.69999998924
434,269993.69999998924
435,271517.0999999892
436,269624.49999998923
437,270725.89999998925
438,270526.69999998924
439,269107.6999999893
440,270973.89999998925
441,269105.29999998934
442,269119.0999999894
443,269246.69999998936
444,269105.29999998934
445,269119.69999998936
446,269105.29999998934
447,269105.29999998934
448,270884.0999999894
449,269933.0999999892
450,269139.6999999893
451,269115.29999998934
452,269777.2999999893
453,269381.29999998934
454,269105.29999998934
455,269542.4999999893
456,269379.69999998924
457,269127.2999999893
458,269105.29999998934
459,269136.69999998936
460,268945.29999998934
461,270343.8999999892
462,268955.29999998934
463,268945.29999998934
464,268918.0999999894
465,269385.8999999894
466,269986.4999999893
467,268918.0999999894
468,269994.0999999892
469,268905.2999999893
470,269899.4999999892
471,269474.49999998935
472,268904.09999998927
473,268814.0999999893
474,268468.6999999894
475,268511.0999999894
476,268462.29999998934
477,269890.69999998936
478,268644.6999999895
479,268596.89999998943
480,268421.89999998925
481,268400.0999999893
482,269129.8999999893
483,268650.29999998945
484,268400.0999999893
485,268998.0999999893
486,268393.0999999894
487,268502.29999998945
488,268513.2999999894
489,268408.09999998944
490,270161.6999999895
491,268449.09999998944
492,269074.4999999896
493,269904.49999998935
494,268250.29999998945
495,268735.69999998936
496,268230.29999998945
497,268230.29999998945
498,269182.29999998945
499,268230.29999998945
500,268227.8999999894
501,270082.29999998934
502,268597.2999999894
503,268261.8999999894
504,268386.8999999894
505,268227.8999999894
506,268189.49999998935
507,268203.0999999893
508,268425.4999999894
509,268663.09999998944
510,268189.49999998935
511,268968.0999999893
512,268834.4999999894
513,268385.2999999894
514,268227.29999998934
515,268346.6999999894
516,268893.69999998936
517,268060.2999999893
518,269269.69999998924
519,268060.2999999893
520,268259.0999999894
521,269017.69999998936
522,268060.2999999893
523,268060.2999999893
524,268386.8999999895
525,268132.0999999893
526,268060.2999999893
527,267861.2999999893
528,267864.8999999893
529,267868.6999999893
530,267880.89999998925
531,267874.49999998935
532,267963.29999998934
533,269625.0999999894
534,268742.09999998927
535,268523.49999998935
536,267992.6999999893
