,0
627,265538.29999998934
628,265198.09999998927
629,265198.09999998927
630,266017.89999998943
631,265297.09999998927
632,266688.2999999892
633,265575.69999998936
634,265172.29999998934
635,265545.8999999894
636,265172.29999998934
637,265058.49999998935
638,265507.09999998927
639,265335.69999998936
640,264941.69999998936
641,264835.29999998934
642,267070.2999999893
643,264959.4999999893
644,264835.29999998934
645,266133.0999999894
646,264813.6999999894
647,264616.2999999894
648,264638.2999999894
649,264716.0999999895
650,264999.0999999894
651,264718.6999999894
652,264616.29999998934
653,264690.6999999894
654,264860.69999998936
655,265414.69999998936
656,264617.8999999894
657,264921.4999999894
658,264593.0999999894
659,264778.6999999894
660,264589.8999999894
661,264750.49999998946
662,264526.4999999894
663,264517.8999999893
664,264517.8999999893
665,264547.49999998935
666,264472.49999998935
667,264450.2999999894
668,264450.2999999894
669,267541.8999999893
670,264574.69999998936
671,265948.8999999893
672,264531.4999999894
673,264458.6999999894
674,264492.89999998943
675,264450.2999999894
676,264466.4999999894
677,265672.2999999893
678,264398.49999998935
679,264398.49999998935
680,266276.4999999894
681,264898.09999998944
682,264398.49999998935
683,264567.09999998944
684,264578.29999998934
685,264710.29999998934
686,264600.49999998935
687,264615.2999999894
688,264361.8999999893
689,264361.8999999893
690,265111.2999999894
691,264555.4999999894
692,264361.8999999893
693,264885.09999998944
694,264361.8999999893
695,264436.29999998934
696,264665.69999998936
697,266027.4999999894
698,264283.0999999894
699,267497.29999998945
700,264304.4999999894
701,264749.09999998944
702,264343.0999999893
703,264302.8999999894
704,264303.2999999894
705,265142.4999999894
706,264283.0999999894
707,264854.29999998945
708,264512.0999999894
709,264978.8999999895
710,264283.0999999894
711,264279.0999999894
712,264850.29999998945
713,264673.8999999895
714,264277.0999999894
715,264921.2999999895
716,264280.0999999895
717,264476.89999998955
718,265574.69999998936
719,264285.49999998935
720,264493.6999999895
721,265646.4999999895
722,264788.49999998946
723,264522.29999998934
724,264253.29999998934
725,264835.09999998944
726,265105.4999999894
727,264253.29999998934
728,264684.09999998927
729,264608.29999998945
730,265111.6999999894
731,264339.69999998936
732,264258.0999999893
733,264890.89999998943
734,265137.4999999894
735,264360.4999999894
736,264253.29999998934
737,264276.49999998935
738,264252.69999998936
739,264252.69999998936
740,264252.69999998936
741,264297.4999999893
742,264252.69999998936
743,264462.4999999894
744,267482.2999999895
745,264244.2999999894
746,265084.0999999895
747,264245.4999999894
748,264455.29999998934
749,264244.2999999894
750,264244.2999999894
751,267251.69999998953
752,264254.09999998944
753,264825.0999999895
754,264244.2999999894
755,266644.09999998956
756,265381.4999999893
757,264244.2999999894
758,264280.4999999894
759,264244.2999999894
760,264244.2999999894
761,264171.89999998943
762,264173.0999999894
763,264897.89999998943
764,264534.6999999894
765,264532.6999999895
766,264447.4999999895
767,264090.09999998944
768,267187.09999998956
769,264217.89999998943
770,265217.4999999894
771,264090.09999998944
772,264749.49999998946
773,264090.09999998944
774,264181.29999998945
775,264662.49999998946
776,264088.69999998936
777,266073.8999999894
778,264147.2999999894
779,264088.69999998936
780,264088.69999998936
781,264067.8999999894
782,264043.0999999894
783,265298.49999998923
784,264247.69999998936
785,264095.2999999894
786,264960.8999999893
787,264096.6999999894
788,264039.4999999894
789,264040.8999999894
790,264190.49999998935
791,264519.0999999894
792,264055.49999998946
793,264563.49999998923
794,263828.4999999894
795,263747.2999999894
796,266095.89999998943
797,265075.4999999894
798,263742.4999999894
799,266354.89999998943
800,263742.4999999894
801,264293.0999999894
802,263808.49999998946
803,263742.4999999894
804,264022.6999999893
805,263742.4999999894
806,263789.09999998944
807,263757.49999998946
808,264548.4999999895
809,264310.0999999894
810,263924.8999999895
811,263742.4999999894
812,263948.8999999895
813,264440.49999998946
814,263742.4999999894
815,263742.4999999894
816,263667.49999998935
817,263622.29999998934
818,267969.69999998953
819,263840.8999999894
820,264292.29999998934
821,263768.6999999894
822,263637.6999999894
823,264111.6999999894
824,263622.29999998934
825,263622.29999998934
826,263622.29999998934
827,263833.29999998945
828,263720.49999998946
829,263636.29999998934
830,263815.29999998945
831,264356.0999999894
832,263622.29999998934
833,263622.29999998934
834,263615.8999999893
835,263615.29999998934
836,264719.2999999894
837,263615.29999998934
838,263615.29999998934
839,263602.8999999893
840,263589.69999998936
841,263617.4999999894
842,264095.89999998943
843,263611.8999999894
844,264233.4999999893
845,263879.29999998934
846,263631.0999999894
847,264028.8999999894
848,264086.29999998934
849,263666.2999999894
850,264072.89999998943
851,263544.69999998936
852,263544.69999998936
853,264041.6999999894
854,263519.0999999893
855,263560.29999998934
856,265447.89999998943
857,266585.89999998943
858,263952.6999999895
859,263907.89999998943
860,263888.89999998943
861,263622.09999998944
862,263548.6999999894
863,263423.6999999893
864,265316.4999999893
865,263423.6999999893
866,263633.2999999894
867,263558.49999998935
868,263423.6999999893
869,263423.6999999893
870,263448.2999999894
871,263969.4999999894
872,263422.29999998934
873,263974.2999999894
874,263549.09999998944
875,263575.4999999894
876,263446.89999998943
877,263422.29999998934
878,263421.0999999894
879,263594.29999998945
880,265236.8999999895
881,263442.4999999894
882,263545.29999998945
883,263421.0999999894
884,263835.89999998943
885,263332.89999998943
886,263864.89999998943
887,265212.6999999894
888,266216.69999998936
889,263352.6999999895
890,263598.69999998936
891,263746.6999999895
892,263600.2999999895
893,264406.49999998946
894,263410.89999998943
895,263990.4999999895
896,263332.89999998943
897,263743.49999998946
898,263375.2999999894
899,263332.89999998943
900,263898.4999999894
901,263317.0999999894
902,263276.2999999894
903,263276.2999999894
904,263269.29999998945
905,263269.29999998945
906,263264.49999998946
907,263797.2999999895
908,263242.8999999895
909,263407.0999999895
910,263793.8999999895
911,263168.69999998953
912,263171.0999999895
913,263586.4999999894
914,263350.4999999894
915,263113.8999999895
916,263139.8999999895
917,266187.4999999895
918,263115.0999999895
919,263848.2999999895
920,264070.0999999895
921,263372.0999999895
922,263113.8999999895
923,263244.6999999894
924,263361.69999998953
925,263997.4999999894
926,263507.09999998944
927,263113.8999999895
928,264101.6999999894
929,263792.2999999895
930,263371.69999998936
931,263866.69999998936
932,264257.0999999894
933,263328.8999999895
934,265147.29999998945
935,263161.2999999895
936,263113.8999999895
937,263297.49999998946
938,263096.6999999894
939,263096.6999999894
940,263654.6999999895
941,263575.09999998944
942,263272.49999998946
943,263096.6999999894
944,263179.0999999893
945,263310.2999999895
946,263952.69999998953
947,263085.89999998943
948,263670.29999998945
949,263085.89999998943
950,263125.8999999894
951,263683.8999999894
952,263096.0999999893
953,263134.4999999894
954,263085.89999998943
955,263115.89999998943
956,263097.4999999894
957,263273.09999998944
958,263085.89999998943
959,263684.4999999895
960,263261.49999998946
961,263130.29999998934
962,264394.8999999895
963,263085.89999998943
964,263104.6999999894
965,263089.4999999894
966,263311.49999998946
967,263085.89999998943
968,263511.89999998943
969,263572.29999998945
970,263085.89999998943
971,263096.89999998943
972,263629.09999998944
973,263163.49999998946
974,263176.29999998945
975,263113.89999998943
976,263085.89999998943
977,263716.49999998946
978,263162.4999999894
979,263112.0999999895
980,263085.89999998943
981,263085.89999998943
982,263085.89999998943
983,263759.0999999894
984,263085.89999998943
985,263013.4999999894
986,265704.49999998946
987,263002.0999999894
988,266917.2999999893
989,263146.8999999893
990,263133.8999999894
991,263337.0999999893
992,264835.09999998944
993,263007.4999999894
994,263005.49999998935
995,263002.0999999894
996,263002.0999999894
997,263224.4999999894
998,263742.8999999894
999,262951.8999999895
1000,263395.29999998945
1001,266857.09999998944
1002,262859.29999998945
1003,263151.89999998943
1004,262899.8999999895
1005,263113.29999998934
1006,262783.2999999895
1007,262879.29999998945
1008,262977.09999998944
1009,262697.0999999895
1010,262868.6999999895
1011,263489.29999998957
1012,262697.0999999895
1013,262828.29999998957
1014,262679.2999999895
1015,262679.2999999895
1016,262656.09999998944
1017,264553.8999999895
1018,262752.09999998944
1019,263011.8999999895
1020,262643.2999999895
1021,262597.69999998953
1022,263496.29999998957
1023,263026.29999998957
1024,263924.89999998955
1025,262665.4999999896
1026,262626.09999998956
1027,262596.4999999895
1028,262438.0999999895
1029,262438.0999999895
1030,262557.0999999895
1031,262505.29999998945
1032,262507.49999998946
1033,262426.8999999895
1034,262670.09999998944
1035,263425.29999998957
1036,262720.89999998955
1037,263422.29999998945
1038,265663.89999998955
1039,262415.8999999895
1040,262438.0999999895
1041,262740.89999998943
1042,262761.29999998945
1043,262415.8999999895
1044,262476.29999998957
1045,263259.6999999896
1046,262460.29999998945
1047,262415.8999999895
1048,262862.6999999895
1049,263963.69999998953
1050,262415.8999999895
1051,262375.89999998955
1052,262445.4999999896
1053,262813.4999999895
1054,262375.89999998955
1055,262513.69999998953
1056,262939.2999999895
1057,262907.0999999896
1058,262557.89999998955
1059,263835.2999999897
1060,263120.89999998955
1061,262814.8999999895
1062,262202.09999998956
1063,262286.29999998957
1064,262252.4999999896
1065,262208.29999998957
1066,262215.29999998957
1067,262778.69999998953
1068,262174.69999998953
1069,262174.69999998953
1070,262629.49999998946
1071,262248.4999999895
1072,262174.69999998953
1073,262156.69999998953
1074,262532.4999999895
1075,262211.2999999895
1076,262088.29999998945
1077,262054.49999998946
1078,261956.0999999895
1079,261856.89999998946
1080,261856.89999998946
1081,262137.2999999895
1082,263882.29999998945
1083,261636.29999998948
1084,261636.29999998948
1085,261623.49999998955
1086,262982.8999999895
1087,261968.29999998948
1088,261653.89999998955
1089,261665.69999998948
1090,261736.49999998955
1091,264780.69999998953
1092,261623.49999998955
1093,261623.49999998955
1094,261624.69999998956
1095,262166.29999998957
1096,261610.2999999896
1097,261643.89999998958
1098,262281.29999998957
1099,262115.49999998958
1100,261480.09999998956
1101,265606.49999998964
1102,261132.29999998957
1103,261277.09999998953
1104,261134.29999998957
1105,261681.4999999896
1106,261199.09999998956
1107,261132.29999998957
1108,261132.29999998957
1109,262984.09999998956
1110,261271.49999998955
1111,261198.89999998952
1112,261134.09999998953
1113,261512.69999998962
1114,261340.49999998958
1115,261240.09999998956
1116,261132.29999998957
1117,261523.2999999895
1118,261132.29999998957
1119,261180.29999998954
1120,261132.29999998957
1121,262327.69999998965
1122,261132.29999998957
1123,261684.0999999896
1124,262448.89999998955
1125,261679.29999998957
1126,261884.69999998956
1127,261500.89999998955
1128,261327.89999998952
1129,261440.6999999895
1130,261273.29999998954
1131,261069.69999998953
1132,261202.29999998963
1133,261192.29999998957
1134,261011.89999998952
1135,261011.89999998952
1136,261399.69999998953
1137,261316.29999998954
1138,261193.09999998956
1139,261011.89999998952
1140,262520.6999999895
1141,261864.69999998942
1142,261438.29999998945
1143,261040.0999999895
1144,261224.89999998955
1145,261393.69999998956
1146,261432.69999998953
1147,261011.89999998952
1148,260862.89999998946
1149,264220.29999998957
1150,261387.2999999895
1151,262411.89999998955
1152,262369.2999999895
1153,263850.4999999895
1154,260997.49999998944
1155,261027.69999998953
1156,260872.49999998946
1157,263933.09999998956
1158,261050.2999999895
1159,260911.69999998948
1160,261276.29999998945
1161,260862.89999998946
1162,260906.89999998943
1163,261085.29999998942
1164,260973.6999999896
1165,260862.89999998946
1166,260868.09999998947
1167,261538.89999998952
1168,261018.09999998953
1169,260770.8999999895
1170,260972.4999999895
1171,260816.4999999895
1172,260682.0999999895
1173,260682.0999999895
1174,261192.0999999894
1175,260776.09999998947
1176,262801.89999998943
1177,260853.09999998944
1178,260682.0999999895
1179,261133.09999998947
1180,260682.0999999895
1181,260832.09999998953
1182,260708.89999998946
1183,260837.09999998953
1184,260612.2999999895
1185,261614.0999999895
1186,261118.09999998953
1187,260612.2999999895
1188,260688.69999998948
1189,260612.2999999895
1190,260612.2999999895
1191,261698.4999999895
1192,260639.89999998946
1193,260635.89999998955
1194,261643.89999998952
1195,260612.2999999895
1196,260662.4999999895
1197,260498.09999998947
1198,260498.09999998947
1199,262484.8999999893
1200,260525.09999998944
1201,261132.09999998944
1202,260765.29999998942
1203,263320.8999999895
1204,260706.69999998953
1205,260500.29999998945
1206,261084.49999998952
1207,261810.69999998945
1208,261890.4999999895
1209,260600.49999998944
1210,260498.09999998947
1211,261884.09999998944
1212,260872.89999998952
1213,260939.4999999895
1214,260498.09999998947
1215,260325.69999998942
1216,260325.69999998942
1217,260325.69999998942
1218,260446.69999998945
1219,260590.09999998944
1220,263097.29999998945
1221,260328.69999998942
1222,260325.69999998942
1223,260328.0999999894
1224,261125.4999999894
1225,260456.09999998947
1226,260325.69999998942
1227,260424.09999998944
1228,260335.0999999894
1229,261022.0999999894
1230,260249.49999998944
1231,261617.49999998946
1232,260626.29999998954
1233,260811.69999998948
1234,261480.29999998945
1235,260340.69999998948
1236,261146.4999999895
1237,260249.49999998944
1238,260225.29999998937
1239,260553.4999999894
1240,260301.0999999894
1241,260228.29999998934
1242,260193.09999998944
1243,260375.69999998956
1244,260321.09999998947
1245,260219.29999998945
1246,260193.09999998944
1247,260185.09999998944
1248,260185.09999998944
1249,260214.69999998945
1250,260011.89999998952
1251,259918.89999998952
1252,259918.89999998952
1253,261908.2999999895
1254,259918.89999998952
1255,261563.29999998954
1256,259946.29999998945
1257,259918.89999998952
1258,260219.49999998958
1259,261867.4999999894
1260,259920.0999999895
1261,260169.09999998947
1262,260252.8999999896
1263,260117.69999998953
1264,259915.49999998952
1265,259993.49999998952
1266,261430.89999998952
1267,262789.8999999895
1268,259915.49999998952
1269,259922.0999999895
1270,260509.6999999895
1271,259844.69999998945
1272,259844.69999998945
1273,261562.6999999895
1274,260428.69999998953
1275,260751.09999998944
1276,259875.49999998958
1277,259927.09999998947
1278,259844.69999998945
1279,259758.09999998938
1280,259758.09999998938
1281,259783.09999998938
1282,259758.09999998938
1283,259810.4999999894
1284,260597.69999998945
1285,259844.69999998945
1286,259792.2999999894
1287,260102.89999998946
1288,259758.09999998938
1289,260372.29999998945
1290,259758.09999998938
1291,259777.69999998942
1292,259894.6999999894
1293,259758.09999998938
1294,259756.89999998937
1295,259901.89999998937
1296,262617.89999998943
1297,260168.49999998946
1298,262615.0999999894
1299,260004.49999998946
1300,259997.49999998944
1301,259756.89999998937
1302,260213.0999999894
1303,259759.29999998937
1304,259756.89999998937
1305,259756.89999998937
1306,259770.29999998937
1307,260912.69999998948
1308,259988.69999998945
1309,261356.09999998947
1310,259787.4999999894
1311,259992.2999999895
1312,259776.09999998938
1313,259756.89999998937
1314,259756.89999998937
1315,259725.29999998948
1316,259680.89999998946
1317,259862.89999998952
1318,259839.09999998944
1319,259798.69999998945
1320,259671.29999998948
1321,260989.29999998948
1322,259917.8999999894
1323,259671.29999998948
1324,259753.89999998952
1325,261213.89999998943
1326,259826.09999998944
1327,261177.69999998942
1328,259829.0999999894
1329,260422.29999998957
1330,259879.49999998955
1331,260003.2999999895
1332,259556.69999998945
1333,259557.49999998946
1334,263615.49999998935
1335,259556.69999998945
1336,259562.69999998945
1337,260469.09999998956
1338,259675.29999998945
1339,259566.29999998942
1340,259701.29999998945
1341,260303.4999999895
1342,259853.4999999894
1343,259564.09999998947
1344,259622.69999998945
1345,259386.69999998953
1346,259389.2999999895
1347,259667.0999999895
1348,259843.89999998946
1349,260063.69999998956
1350,259432.89999998952
1351,259266.6999999895
1352,259264.2999999895
1353,259239.09999998953
1354,259239.09999998953
1355,259236.29999998954
1356,259218.49999998952
1357,259218.49999998952
1358,260516.0999999896
1359,259238.2999999895
1360,259218.49999998952
1361,261151.4999999895
